Timestamp,Temp,Speed
2018-12-26 14:33:59,47.236,24
2018-12-26 14:34:04,46.16,0
2018-12-26 14:34:09,46.16,0
2018-12-26 14:34:14,47.236,29
2018-12-26 14:34:19,46.698,25
2018-12-26 14:34:24,46.16,21
2018-12-26 14:34:29,46.16,22
2018-12-26 14:34:34,46.16,23
2018-12-26 14:34:39,47.236,36
2018-12-26 14:34:44,47.236,38
2018-12-26 14:34:49,46.698,35
2018-12-26 14:34:54,46.16,30
2018-12-26 14:34:59,46.16,32
2018-12-26 14:35:04,46.16,33
2018-12-26 14:35:09,46.16,34
2018-12-26 14:35:14,46.16,35
2018-12-26 14:35:19,46.16,36
2018-12-26 14:35:24,46.16,37
2018-12-26 14:35:29,45.622,33
2018-12-26 14:35:34,45.622,33
2018-12-26 14:35:39,46.16,40
2018-12-26 14:35:44,45.622,35
2018-12-26 14:35:49,45.622,36
2018-12-26 14:35:54,45.622,36
2018-12-26 14:35:59,45.622,37
2018-12-26 14:36:04,46.16,43
2018-12-26 14:36:09,45.084,33
2018-12-26 14:36:14,45.622,39
2018-12-26 14:36:19,45.084,33
2018-12-26 14:36:24,45.084,34
2018-12-26 14:36:29,45.084,34
2018-12-26 14:36:34,45.622,40
2018-12-26 14:36:39,45.084,34
2018-12-26 14:36:44,45.084,34
2018-12-26 14:36:49,44.546,29
2018-12-26 14:36:54,44.008,22
2018-12-26 14:36:59,44.008,21
2018-12-26 14:37:04,45.084,32
2018-12-26 14:37:09,44.546,26
2018-12-26 14:37:14,45.084,32
2018-12-26 14:37:19,44.546,26
2018-12-26 14:37:24,44.546,25
2018-12-26 14:37:29,44.546,25
2018-12-26 14:37:34,44.546,24
2018-12-26 14:37:39,45.084,30
2018-12-26 14:37:44,45.084,30
2018-12-26 14:37:49,44.008,0
2018-12-26 14:37:54,44.546,23
2018-12-26 14:38:00,45.084,29
2018-12-26 14:38:05,45.622,35
2018-12-26 14:38:10,45.084,29
2018-12-26 14:38:15,44.008,0
2018-12-26 14:38:20,45.084,28
2018-12-26 14:38:25,45.084,29
2018-12-26 14:38:30,45.084,29
2018-12-26 14:38:35,45.084,29
2018-12-26 14:38:40,45.084,29
2018-12-26 14:38:45,45.084,29
2018-12-26 14:38:50,44.008,0
2018-12-26 14:38:55,45.084,28
2018-12-26 14:39:00,44.546,22
2018-12-26 14:39:05,45.084,28
2018-12-26 14:39:10,44.546,22
2018-12-26 14:39:15,45.084,27
2018-12-26 14:39:20,45.084,27
2018-12-26 14:39:25,45.084,27
2018-12-26 14:39:30,45.084,27
2018-12-26 14:39:35,45.084,28
2018-12-26 14:39:40,45.084,28
2018-12-26 14:39:45,45.084,28
2018-12-26 14:39:50,45.084,28
2018-12-26 14:39:55,44.546,22
2018-12-26 14:40:00,44.546,22
2018-12-26 14:40:05,45.084,27
2018-12-26 14:40:10,45.084,27
2018-12-26 14:40:15,45.084,27
2018-12-26 14:40:20,45.084,27
2018-12-26 14:40:25,44.546,21
2018-12-26 14:40:30,44.546,21
2018-12-26 14:40:35,45.084,26
2018-12-26 14:40:40,45.084,27
2018-12-26 14:40:45,44.008,0
2018-12-26 14:40:50,45.084,26
2018-12-26 14:40:55,45.084,26
2018-12-26 14:41:00,45.084,26
2018-12-26 14:41:05,45.084,26
2018-12-26 14:41:10,45.084,26
2018-12-26 14:41:15,45.084,26
2018-12-26 14:41:20,45.084,26
2018-12-26 14:41:25,45.084,26
2018-12-26 14:41:30,45.084,26
2018-12-26 14:41:35,45.084,26
2018-12-26 14:41:40,45.084,26
2018-12-26 14:41:45,45.084,27
2018-12-26 14:41:50,44.546,21
2018-12-26 14:41:55,45.084,26
2018-12-26 14:42:00,45.084,26
2018-12-26 14:42:05,45.084,26
2018-12-26 14:42:10,45.084,26
2018-12-26 14:42:15,45.084,26
2018-12-26 14:42:20,45.084,27
2018-12-26 14:42:25,45.084,27
2018-12-26 14:42:30,45.084,27
2018-12-26 14:42:35,45.084,27
2018-12-26 14:42:40,45.084,27
2018-12-26 14:42:45,44.546,21
2018-12-26 14:42:50,45.084,27
2018-12-26 14:42:55,45.084,27
2018-12-26 14:43:00,45.084,27
2018-12-26 14:43:05,45.084,27
2018-12-26 14:43:10,45.084,27
2018-12-26 14:43:15,45.084,27
2018-12-26 14:43:20,45.084,27
2018-12-26 14:43:25,45.622,33
2018-12-26 14:43:30,45.084,28
2018-12-26 14:43:35,44.546,22
2018-12-26 14:43:40,45.084,27
2018-12-26 14:43:45,45.084,27
2018-12-26 14:43:50,44.546,22
2018-12-26 14:43:55,45.084,27
2018-12-26 14:44:00,45.084,27
2018-12-26 14:44:05,45.622,33
2018-12-26 14:44:10,45.084,28
2018-12-26 14:44:15,45.084,28
2018-12-26 14:44:20,45.084,28
2018-12-26 14:44:25,44.546,22
2018-12-26 14:44:30,45.084,28
2018-12-26 14:44:35,45.084,28
2018-12-26 14:44:40,45.084,28
2018-12-26 14:44:45,44.546,22
2018-12-26 14:44:50,45.084,27
2018-12-26 14:44:55,45.084,28
2018-12-26 14:45:00,45.084,28
2018-12-26 14:45:05,45.622,34
2018-12-26 14:45:10,45.084,28
2018-12-26 14:45:15,45.084,28
2018-12-26 14:45:20,45.084,29
2018-12-26 14:45:25,44.546,23
2018-12-26 14:45:30,45.622,34
2018-12-26 14:45:35,46.16,41
2018-12-26 14:45:40,45.084,30
2018-12-26 14:45:45,46.16,42
2018-12-26 14:45:50,46.16,43
2018-12-26 14:45:55,45.622,38
2018-12-26 14:46:00,45.084,33
2018-12-26 14:46:05,45.622,39
2018-12-26 14:46:10,45.084,34
2018-12-26 14:46:15,45.084,34
2018-12-26 14:46:20,45.084,34
2018-12-26 14:46:25,45.084,34
2018-12-26 14:46:30,45.622,40
2018-12-26 14:46:35,45.084,35
2018-12-26 14:46:40,44.546,29
2018-12-26 14:46:45,44.546,28
2018-12-26 14:46:50,44.546,28
2018-12-26 14:46:55,44.008,22
2018-12-26 14:47:00,44.546,26
2018-12-26 14:47:05,45.084,32
2018-12-26 14:47:10,44.546,26
2018-12-26 14:47:15,44.008,20
2018-12-26 14:47:20,44.546,25
2018-12-26 14:47:25,44.546,24
2018-12-26 14:47:30,44.546,24
2018-12-26 14:47:35,44.546,23
2018-12-26 14:47:40,44.546,23
2018-12-26 14:47:45,44.546,22
2018-12-26 14:47:50,44.546,22
2018-12-26 14:47:55,45.084,27
2018-12-26 14:48:00,45.084,27
2018-12-26 14:48:05,44.546,22
2018-12-26 14:48:10,44.546,21
2018-12-26 14:48:15,45.084,27
2018-12-26 14:48:20,45.084,27
2018-12-26 14:48:25,45.084,27
2018-12-26 14:48:30,45.084,27
2018-12-26 14:48:35,45.084,27
2018-12-26 14:48:40,44.546,21
2018-12-26 14:48:45,44.008,0
2018-12-26 14:48:50,45.084,26
2018-12-26 14:48:55,45.084,26
2018-12-26 14:49:00,44.546,20
2018-12-26 14:49:05,45.084,25
2018-12-26 14:49:10,45.084,25
2018-12-26 14:49:15,44.546,20
2018-12-26 14:49:20,45.084,25
2018-12-26 14:49:25,45.084,25
2018-12-26 14:49:30,45.622,31
2018-12-26 14:49:35,45.084,26
2018-12-26 14:49:40,45.084,26
2018-12-26 14:49:45,44.546,20
2018-12-26 14:49:50,45.084,26
2018-12-26 14:49:55,45.084,26
2018-12-26 14:50:00,45.084,26
2018-12-26 14:50:05,45.084,26
2018-12-26 14:50:10,45.084,26
2018-12-26 14:50:15,45.084,26
2018-12-26 14:50:20,45.084,26
2018-12-26 14:50:25,45.084,26
2018-12-26 14:50:30,44.546,20
2018-12-26 14:50:35,45.084,26
2018-12-26 14:50:40,45.084,26
2018-12-26 14:50:45,45.084,26
2018-12-26 14:50:50,45.084,26
2018-12-26 14:50:55,44.008,0
2018-12-26 14:51:00,45.084,25
2018-12-26 14:51:05,45.622,31
2018-12-26 14:51:10,45.084,26
2018-12-26 14:51:15,45.084,26
2018-12-26 14:51:20,45.084,26
2018-12-26 14:51:25,44.008,0
2018-12-26 14:51:30,45.084,25
2018-12-26 14:51:35,45.084,25
2018-12-26 14:51:40,45.084,25
2018-12-26 14:51:45,44.546,0
2018-12-26 14:51:50,45.084,25
2018-12-26 14:51:55,45.622,31
2018-12-26 14:52:00,45.084,26
2018-12-26 14:52:05,45.084,26
2018-12-26 14:52:10,45.084,26
2018-12-26 14:52:15,45.084,26
2018-12-26 14:52:20,45.084,26
2018-12-26 14:52:25,45.622,32
2018-12-26 14:52:30,45.084,27
2018-12-26 14:52:35,45.084,27
2018-12-26 14:52:40,45.084,27
2018-12-26 14:52:45,44.546,21
2018-12-26 14:52:50,45.084,26
2018-12-26 14:52:55,45.084,26
2018-12-26 14:53:00,45.084,27
2018-12-26 14:53:05,45.084,27
2018-12-26 14:53:10,45.084,27
2018-12-26 14:53:16,45.084,27
2018-12-26 14:53:21,45.622,33
2018-12-26 14:53:26,45.084,28
2018-12-26 14:53:31,45.084,28
2018-12-26 14:53:36,44.546,22
2018-12-26 14:53:41,45.622,33
2018-12-26 14:53:46,44.546,22
2018-12-26 14:53:51,44.546,21
2018-12-26 14:53:56,45.084,27
2018-12-26 14:54:01,45.084,27
2018-12-26 14:54:06,45.084,27
2018-12-26 14:54:11,45.084,27
2018-12-26 14:54:16,44.008,0
2018-12-26 14:54:21,45.622,32
2018-12-26 14:54:26,45.084,27
2018-12-26 14:54:31,45.084,27
2018-12-26 14:54:36,45.622,33
2018-12-26 14:54:41,45.084,28
2018-12-26 14:54:46,45.084,28
2018-12-26 14:54:51,45.084,28
2018-12-26 14:54:56,45.084,28
2018-12-26 14:55:01,45.084,28
2018-12-26 14:55:06,45.084,28
2018-12-26 14:55:11,45.084,28
2018-12-26 14:55:16,45.084,28
2018-12-26 14:55:21,45.084,28
2018-12-26 14:55:26,45.084,28
2018-12-26 14:55:31,45.084,29
2018-12-26 14:55:36,45.084,29
2018-12-26 14:55:41,44.546,23
2018-12-26 14:55:46,45.084,28
2018-12-26 14:55:51,44.546,22
2018-12-26 14:55:56,45.084,28
2018-12-26 14:56:01,44.008,0
2018-12-26 14:56:06,45.084,27
2018-12-26 14:56:11,44.546,21
2018-12-26 14:56:16,45.084,27
2018-12-26 14:56:21,44.546,21
2018-12-26 14:56:26,45.084,26
2018-12-26 14:56:31,45.084,26
2018-12-26 14:56:36,45.084,26
2018-12-26 14:56:41,44.546,21
2018-12-26 14:56:46,45.084,26
2018-12-26 14:56:51,45.084,26
